! #lon(deg), lat(deg), depth(km), dVs(%), dVp(%), drho(%)
114.188 -1.069 5471.000 3.000 0.000 0.000
114.936 -1.069 5371.000 3.000 0.000 0.000
114.936 -1.069 5381.000 3.000 0.000 0.000
114.936 -1.069 5391.000 3.000 0.000 0.000
114.936 -1.069 5401.000 3.000 0.000 0.000
114.936 -1.069 5411.000 3.000 0.000 0.000
114.936 -1.069 5421.000 3.000 0.000 0.000
114.936 -1.069 5431.000 3.000 0.000 0.000
114.936 -1.069 5441.000 3.000 0.000 0.000
114.936 -1.069 5451.000 3.000 0.000 0.000
114.936 -1.069 5461.000 3.000 0.000 0.000
114.936 -1.069 5471.000 3.000 0.000 0.000
115.684 -1.069 5371.000 3.000 0.000 0.000
115.684 -1.069 5381.000 3.000 0.000 0.000
115.684 -1.069 5391.000 3.000 0.000 0.000
115.684 -1.069 5401.000 3.000 0.000 0.000
115.684 -1.069 5411.000 3.000 0.000 0.000
115.684 -1.069 5421.000 3.000 0.000 0.000
115.684 -1.069 5431.000 3.000 0.000 0.000
115.684 -1.069 5441.000 3.000 0.000 0.000
115.684 -1.069 5451.000 3.000 0.000 0.000
115.684 -1.069 5461.000 3.000 0.000 0.000
115.684 -1.069 5471.000 3.000 0.000 0.000
116.432 -1.069 5371.000 3.000 0.000 0.000
116.432 -1.069 5381.000 3.000 0.000 0.000
116.432 -1.069 5391.000 3.000 0.000 0.000
116.432 -1.069 5401.000 3.000 0.000 0.000
116.432 -1.069 5411.000 3.000 0.000 0.000
116.432 -1.069 5421.000 3.000 0.000 0.000
116.432 -1.069 5431.000 3.000 0.000 0.000
116.432 -1.069 5441.000 3.000 0.000 0.000
116.432 -1.069 5451.000 3.000 0.000 0.000
116.432 -1.069 5461.000 3.000 0.000 0.000
116.432 -1.069 5471.000 3.000 0.000 0.000
117.180 -1.069 5371.000 3.000 0.000 0.000
117.180 -1.069 5381.000 3.000 0.000 0.000
117.180 -1.069 5391.000 3.000 0.000 0.000
117.180 -1.069 5401.000 3.000 0.000 0.000
117.180 -1.069 5411.000 3.000 0.000 0.000
117.180 -1.069 5421.000 3.000 0.000 0.000
117.180 -1.069 5431.000 3.000 0.000 0.000
117.180 -1.069 5441.000 3.000 0.000 0.000
117.180 -1.069 5451.000 3.000 0.000 0.000
117.180 -1.069 5461.000 3.000 0.000 0.000
117.180 -1.069 5471.000 3.000 0.000 0.000
117.928 -1.069 5371.000 3.000 0.000 0.000
117.928 -1.069 5381.000 3.000 0.000 0.000
117.928 -1.069 5391.000 3.000 0.000 0.000
117.928 -1.069 5401.000 3.000 0.000 0.000
117.928 -1.069 5411.000 3.000 0.000 0.000
117.928 -1.069 5421.000 3.000 0.000 0.000
117.928 -1.069 5431.000 3.000 0.000 0.000
117.928 -1.069 5441.000 3.000 0.000 0.000
117.928 -1.069 5451.000 3.000 0.000 0.000
117.928 -1.069 5461.000 3.000 0.000 0.000
117.928 -1.069 5471.000 3.000 0.000 0.000
118.677 -1.069 5371.000 3.000 0.000 0.000
118.677 -1.069 5381.000 3.000 0.000 0.000
118.677 -1.069 5391.000 3.000 0.000 0.000
118.677 -1.069 5401.000 3.000 0.000 0.000
118.677 -1.069 5411.000 3.000 0.000 0.000
118.677 -1.069 5421.000 3.000 0.000 0.000
118.677 -1.069 5431.000 3.000 0.000 0.000
118.677 -1.069 5441.000 3.000 0.000 0.000
118.677 -1.069 5451.000 3.000 0.000 0.000
118.677 -1.069 5461.000 3.000 0.000 0.000
118.677 -1.069 5471.000 3.000 0.000 0.000
119.425 -1.069 5371.000 3.000 0.000 0.000
119.425 -1.069 5381.000 3.000 0.000 0.000
119.425 -1.069 5391.000 3.000 0.000 0.000
119.425 -1.069 5401.000 3.000 0.000 0.000
119.425 -1.069 5411.000 3.000 0.000 0.000
119.425 -1.069 5421.000 3.000 0.000 0.000
119.425 -1.069 5431.000 3.000 0.000 0.000
119.425 -1.069 5441.000 3.000 0.000 0.000
119.425 -1.069 5451.000 3.000 0.000 0.000
119.425 -1.069 5461.000 3.000 0.000 0.000
119.425 -1.069 5471.000 3.000 0.000 0.000
105.209 -0.510 5371.000 3.000 0.000 0.000
105.209 -0.510 5381.000 3.000 0.000 0.000
105.209 -0.510 5391.000 3.000 0.000 0.000
105.209 -0.510 5401.000 3.000 0.000 0.000
105.209 -0.510 5411.000 3.000 0.000 0.000
105.209 -0.510 5421.000 3.000 0.000 0.000
105.209 -0.510 5431.000 3.000 0.000 0.000
105.209 -0.510 5441.000 3.000 0.000 0.000
105.209 -0.510 5451.000 3.000 0.000 0.000
105.209 -0.510 5461.000 3.000 0.000 0.000
105.209 -0.510 5471.000 3.000 0.000 0.000
105.958 -0.510 5371.000 3.000 0.000 0.000
105.958 -0.510 5381.000 3.000 0.000 0.000
105.958 -0.510 5391.000 3.000 0.000 0.000
105.958 -0.510 5401.000 3.000 0.000 0.000
105.958 -0.510 5411.000 3.000 0.000 0.000
105.958 -0.510 5421.000 3.000 0.000 0.000
105.958 -0.510 5431.000 3.000 0.000 0.000
105.958 -0.510 5441.000 3.000 0.000 0.000
105.958 -0.510 5451.000 3.000 0.000 0.000
105.958 -0.510 5461.000 3.000 0.000 0.000
105.958 -0.510 5471.000 3.000 0.000 0.000
106.706 -0.510 5371.000 3.000 0.000 0.000
106.706 -0.510 5381.000 3.000 0.000 0.000
106.706 -0.510 5391.000 3.000 0.000 0.000
106.706 -0.510 5401.000 3.000 0.000 0.000
106.706 -0.510 5411.000 3.000 0.000 0.000
106.706 -0.510 5421.000 3.000 0.000 0.000
106.706 -0.510 5431.000 3.000 0.000 0.000
106.706 -0.510 5441.000 3.000 0.000 0.000
106.706 -0.510 5451.000 3.000 0.000 0.000
106.706 -0.510 5461.000 3.000 0.000 0.000
106.706 -0.510 5471.000 3.000 0.000 0.000
107.454 -0.510 5371.000 3.000 0.000 0.000
107.454 -0.510 5381.000 3.000 0.000 0.000
107.454 -0.510 5391.000 3.000 0.000 0.000
107.454 -0.510 5401.000 3.000 0.000 0.000
107.454 -0.510 5411.000 3.000 0.000 0.000
107.454 -0.510 5421.000 3.000 0.000 0.000
107.454 -0.510 5431.000 3.000 0.000 0.000
107.454 -0.510 5441.000 3.000 0.000 0.000
107.454 -0.510 5451.000 3.000 0.000 0.000
107.454 -0.510 5461.000 3.000 0.000 0.000
107.454 -0.510 5471.000 3.000 0.000 0.000
108.202 -0.510 5371.000 3.000 0.000 0.000
108.202 -0.510 5381.000 3.000 0.000 0.000
108.202 -0.510 5391.000 3.000 0.000 0.000
108.202 -0.510 5401.000 3.000 0.000 0.000
108.202 -0.510 5411.000 3.000 0.000 0.000
108.202 -0.510 5421.000 3.000 0.000 0.000
108.202 -0.510 5431.000 3.000 0.000 0.000
108.202 -0.510 5441.000 3.000 0.000 0.000
108.202 -0.510 5451.000 3.000 0.000 0.000
108.202 -0.510 5461.000 3.000 0.000 0.000
108.202 -0.510 5471.000 3.000 0.000 0.000
108.950 -0.510 5371.000 3.000 0.000 0.000
108.950 -0.510 5381.000 3.000 0.000 0.000
108.950 -0.510 5391.000 3.000 0.000 0.000
108.950 -0.510 5401.000 3.000 0.000 0.000
108.950 -0.510 5411.000 3.000 0.000 0.000
108.950 -0.510 5421.000 3.000 0.000 0.000
108.950 -0.510 5431.000 3.000 0.000 0.000
108.950 -0.510 5441.000 3.000 0.000 0.000
108.950 -0.510 5451.000 3.000 0.000 0.000
108.950 -0.510 5461.000 3.000 0.000 0.000
108.950 -0.510 5471.000 3.000 0.000 0.000
109.699 -0.510 5371.000 3.000 0.000 0.000
109.699 -0.510 5381.000 3.000 0.000 0.000
109.699 -0.510 5391.000 3.000 0.000 0.000
109.699 -0.510 5401.000 3.000 0.000 0.000
109.699 -0.510 5411.000 3.000 0.000 0.000
109.699 -0.510 5421.000 3.000 0.000 0.000
109.699 -0.510 5431.000 3.000 0.000 0.000
109.699 -0.510 5441.000 3.000 0.000 0.000
109.699 -0.510 5451.000 3.000 0.000 0.000
109.699 -0.510 5461.000 3.000 0.000 0.000
109.699 -0.510 5471.000 3.000 0.000 0.000
110.447 -0.510 5371.000 3.000 0.000 0.000
110.447 -0.510 5381.000 3.000 0.000 0.000
110.447 -0.510 5391.000 3.000 0.000 0.000
110.447 -0.510 5401.000 3.000 0.000 0.000
110.447 -0.510 5411.000 3.000 0.000 0.000
110.447 -0.510 5421.000 3.000 0.000 0.000
110.447 -0.510 5431.000 3.000 0.000 0.000
110.447 -0.510 5441.000 3.000 0.000 0.000
110.447 -0.510 5451.000 3.000 0.000 0.000
110.447 -0.510 5461.000 3.000 0.000 0.000
110.447 -0.510 5471.000 3.000 0.000 0.000
111.195 -0.510 5371.000 3.000 0.000 0.000
111.195 -0.510 5381.000 3.000 0.000 0.000
111.195 -0.510 5391.000 3.000 0.000 0.000
111.195 -0.510 5401.000 3.000 0.000 0.000
111.195 -0.510 5411.000 3.000 0.000 0.000
111.195 -0.510 5421.000 3.000 0.000 0.000
111.195 -0.510 5431.000 3.000 0.000 0.000
111.195 -0.510 5441.000 3.000 0.000 0.000
111.195 -0.510 5451.000 3.000 0.000 0.000
111.195 -0.510 5461.000 3.000 0.000 0.000
111.195 -0.510 5471.000 3.000 0.000 0.000
111.943 -0.510 5371.000 3.000 0.000 0.000
111.943 -0.510 5381.000 3.000 0.000 0.000
111.943 -0.510 5391.000 3.000 0.000 0.000
111.943 -0.510 5401.000 3.000 0.000 0.000
111.943 -0.510 5411.000 3.000 0.000 0.000
111.943 -0.510 5421.000 3.000 0.000 0.000
111.943 -0.510 5431.000 3.000 0.000 0.000
111.943 -0.510 5441.000 3.000 0.000 0.000
111.943 -0.510 5451.000 3.000 0.000 0.000
111.943 -0.510 5461.000 3.000 0.000 0.000
111.943 -0.510 5471.000 3.000 0.000 0.000
112.691 -0.510 5371.000 3.000 0.000 0.000
112.691 -0.510 5381.000 3.000 0.000 0.000
112.691 -0.510 5391.000 3.000 0.000 0.000
112.691 -0.510 5401.000 3.000 0.000 0.000
112.691 -0.510 5411.000 3.000 0.000 0.000
112.691 -0.510 5421.000 3.000 0.000 0.000
112.691 -0.510 5431.000 3.000 0.000 0.000
112.691 -0.510 5441.000 3.000 0.000 0.000
112.691 -0.510 5451.000 3.000 0.000 0.000
112.691 -0.510 5461.000 3.000 0.000 0.000
112.691 -0.510 5471.000 3.000 0.000 0.000
113.439 -0.510 5371.000 3.000 0.000 0.000
113.439 -0.510 5381.000 3.000 0.000 0.000
113.439 -0.510 5391.000 3.000 0.000 0.000
113.439 -0.510 5401.000 3.000 0.000 0.000
113.439 -0.510 5411.000 3.000 0.000 0.000
113.439 -0.510 5421.000 3.000 0.000 0.000
113.439 -0.510 5431.000 3.000 0.000 0.000
113.439 -0.510 5441.000 3.000 0.000 0.000
113.439 -0.510 5451.000 3.000 0.000 0.000
113.439 -0.510 5461.000 3.000 0.000 0.000
113.439 -0.510 5471.000 3.000 0.000 0.000
114.188 -0.510 5371.000 3.000 0.000 0.000
114.188 -0.510 5381.000 3.000 0.000 0.000
114.188 -0.510 5391.000 3.000 0.000 0.000
114.188 -0.510 5401.000 3.000 0.000 0.000
114.188 -0.510 5411.000 3.000 0.000 0.000
114.188 -0.510 5421.000 3.000 0.000 0.000
114.188 -0.510 5431.000 3.000 0.000 0.000
114.188 -0.510 5441.000 3.000 0.000 0.000
114.188 -0.510 5451.000 3.000 0.000 0.000
114.188 -0.510 5461.000 3.000 0.000 0.000
114.188 -0.510 5471.000 3.000 0.000 0.000
114.936 -0.510 5371.000 3.000 0.000 0.000
114.936 -0.510 5381.000 3.000 0.000 0.000
114.936 -0.510 5391.000 3.000 0.000 0.000
114.936 -0.510 5401.000 3.000 0.000 0.000
114.936 -0.510 5411.000 3.000 0.000 0.000
114.936 -0.510 5421.000 3.000 0.000 0.000
114.936 -0.510 5431.000 3.000 0.000 0.000
114.936 -0.510 5441.000 3.000 0.000 0.000
114.936 -0.510 5451.000 3.000 0.000 0.000
114.936 -0.510 5461.000 3.000 0.000 0.000
114.936 -0.510 5471.000 3.000 0.000 0.000
115.684 -0.510 5371.000 3.000 0.000 0.000
115.684 -0.510 5381.000 3.000 0.000 0.000
115.684 -0.510 5391.000 3.000 0.000 0.000
115.684 -0.510 5401.000 3.000 0.000 0.000
115.684 -0.510 5411.000 3.000 0.000 0.000
115.684 -0.510 5421.000 3.000 0.000 0.000
115.684 -0.510 5431.000 3.000 0.000 0.000
115.684 -0.510 5441.000 3.000 0.000 0.000
115.684 -0.510 5451.000 3.000 0.000 0.000
115.684 -0.510 5461.000 3.000 0.000 0.000
115.684 -0.510 5471.000 3.000 0.000 0.000
116.432 -0.510 5371.000 3.000 0.000 0.000
116.432 -0.510 5381.000 3.000 0.000 0.000
116.432 -0.510 5391.000 3.000 0.000 0.000
116.432 -0.510 5401.000 3.000 0.000 0.000
116.432 -0.510 5411.000 3.000 0.000 0.000
116.432 -0.510 5421.000 3.000 0.000 0.000
116.432 -0.510 5431.000 3.000 0.000 0.000
116.432 -0.510 5441.000 3.000 0.000 0.000
116.432 -0.510 5451.000 3.000 0.000 0.000
116.432 -0.510 5461.000 3.000 0.000 0.000
116.432 -0.510 5471.000 3.000 0.000 0.000
117.180 -0.510 5371.000 3.000 0.000 0.000
117.180 -0.510 5381.000 3.000 0.000 0.000
117.180 -0.510 5391.000 3.000 0.000 0.000
117.180 -0.510 5401.000 3.000 0.000 0.000
117.180 -0.510 5411.000 3.000 0.000 0.000
117.180 -0.510 5421.000 3.000 0.000 0.000
117.180 -0.510 5431.000 3.000 0.000 0.000
117.180 -0.510 5441.000 3.000 0.000 0.000
117.180 -0.510 5451.000 3.000 0.000 0.000
117.180 -0.510 5461.000 3.000 0.000 0.000
117.180 -0.510 5471.000 3.000 0.000 0.000
117.928 -0.510 5371.000 3.000 0.000 0.000
117.928 -0.510 5381.000 3.000 0.000 0.000
117.928 -0.510 5391.000 3.000 0.000 0.000
117.928 -0.510 5401.000 3.000 0.000 0.000
117.928 -0.510 5411.000 3.000 0.000 0.000
117.928 -0.510 5421.000 3.000 0.000 0.000
117.928 -0.510 5431.000 3.000 0.000 0.000
117.928 -0.510 5441.000 3.000 0.000 0.000
117.928 -0.510 5451.000 3.000 0.000 0.000
117.928 -0.510 5461.000 3.000 0.000 0.000
117.928 -0.510 5471.000 3.000 0.000 0.000
118.677 -0.510 5371.000 3.000 0.000 0.000
118.677 -0.510 5381.000 3.000 0.000 0.000
118.677 -0.510 5391.000 3.000 0.000 0.000
118.677 -0.510 5401.000 3.000 0.000 0.000
118.677 -0.510 5411.000 3.000 0.000 0.000
118.677 -0.510 5421.000 3.000 0.000 0.000
118.677 -0.510 5431.000 3.000 0.000 0.000
118.677 -0.510 5441.000 3.000 0.000 0.000
118.677 -0.510 5451.000 3.000 0.000 0.000
118.677 -0.510 5461.000 3.000 0.000 0.000
118.677 -0.510 5471.000 3.000 0.000 0.000
119.425 -0.510 5371.000 3.000 0.000 0.000
119.425 -0.510 5381.000 3.000 0.000 0.000
119.425 -0.510 5391.000 3.000 0.000 0.000
119.425 -0.510 5401.000 3.000 0.000 0.000
119.425 -0.510 5411.000 3.000 0.000 0.000
119.425 -0.510 5421.000 3.000 0.000 0.000
119.425 -0.510 5431.000 3.000 0.000 0.000
119.425 -0.510 5441.000 3.000 0.000 0.000
119.425 -0.510 5451.000 3.000 0.000 0.000
119.425 -0.510 5461.000 3.000 0.000 0.000
119.425 -0.510 5471.000 3.000 0.000 0.000
120.173 -0.510 5371.000 3.000 0.000 0.000
120.173 -0.510 5381.000 3.000 0.000 0.000
120.173 -0.510 5391.000 3.000 0.000 0.000
120.173 -0.510 5401.000 3.000 0.000 0.000
120.173 -0.510 5411.000 3.000 0.000 0.000
120.173 -0.510 5421.000 3.000 0.000 0.000
120.173 -0.510 5431.000 3.000 0.000 0.000
120.173 -0.510 5441.000 3.000 0.000 0.000
120.173 -0.510 5451.000 3.000 0.000 0.000
120.173 -0.510 5461.000 3.000 0.000 0.000
120.173 -0.510 5471.000 3.000 0.000 0.000
104.461 0.048 5371.000 3.000 0.000 0.000
104.461 0.048 5381.000 3.000 0.000 0.000
104.461 0.048 5391.000 3.000 0.000 0.000
104.461 0.048 5401.000 3.000 0.000 0.000
104.461 0.048 5411.000 3.000 0.000 0.000
104.461 0.048 5421.000 3.000 0.000 0.000
104.461 0.048 5431.000 3.000 0.000 0.000
104.461 0.048 5441.000 3.000 0.000 0.000
104.461 0.048 5451.000 3.000 0.000 0.000
104.461 0.048 5461.000 3.000 0.000 0.000
104.461 0.048 5471.000 3.000 0.000 0.000
105.209 0.048 5371.000 3.000 0.000 0.000
105.209 0.048 5381.000 3.000 0.000 0.000
105.209 0.048 5391.000 3.000 0.000 0.000
105.209 0.048 5401.000 3.000 0.000 0.000
105.209 0.048 5411.000 3.000 0.000 0.000
105.209 0.048 5421.000 3.000 0.000 0.000
105.209 0.048 5431.000 3.000 0.000 0.000
105.209 0.048 5441.000 3.000 0.000 0.000
105.209 0.048 5451.000 3.000 0.000 0.000
105.209 0.048 5461.000 3.000 0.000 0.000
105.209 0.048 5471.000 3.000 0.000 0.000
105.958 0.048 5371.000 3.000 0.000 0.000
105.958 0.048 5381.000 3.000 0.000 0.000
105.958 0.048 5391.000 3.000 0.000 0.000
105.958 0.048 5401.000 3.000 0.000 0.000
105.958 0.048 5411.000 3.000 0.000 0.000
105.958 0.048 5421.000 3.000 0.000 0.000
105.958 0.048 5431.000 3.000 0.000 0.000
105.958 0.048 5441.000 3.000 0.000 0.000
105.958 0.048 5451.000 3.000 0.000 0.000
105.958 0.048 5461.000 3.000 0.000 0.000
105.958 0.048 5471.000 3.000 0.000 0.000
106.706 0.048 5371.000 3.000 0.000 0.000
106.706 0.048 5381.000 3.000 0.000 0.000
106.706 0.048 5391.000 3.000 0.000 0.000
106.706 0.048 5401.000 3.000 0.000 0.000
106.706 0.048 5411.000 3.000 0.000 0.000
106.706 0.048 5421.000 3.000 0.000 0.000
106.706 0.048 5431.000 3.000 0.000 0.000
106.706 0.048 5441.000 3.000 0.000 0.000
106.706 0.048 5451.000 3.000 0.000 0.000
106.706 0.048 5461.000 3.000 0.000 0.000
106.706 0.048 5471.000 3.000 0.000 0.000
107.454 0.048 5371.000 3.000 0.000 0.000
107.454 0.048 5381.000 3.000 0.000 0.000
107.454 0.048 5391.000 3.000 0.000 0.000
107.454 0.048 5401.000 3.000 0.000 0.000
107.454 0.048 5411.000 3.000 0.000 0.000
107.454 0.048 5421.000 3.000 0.000 0.000
107.454 0.048 5431.000 3.000 0.000 0.000
107.454 0.048 5441.000 3.000 0.000 0.000
107.454 0.048 5451.000 3.000 0.000 0.000
107.454 0.048 5461.000 3.000 0.000 0.000
107.454 0.048 5471.000 3.000 0.000 0.000
108.202 0.048 5371.000 3.000 0.000 0.000
108.202 0.048 5381.000 3.000 0.000 0.000
108.202 0.048 5391.000 3.000 0.000 0.000
108.202 0.048 5401.000 3.000 0.000 0.000
108.202 0.048 5411.000 3.000 0.000 0.000
108.202 0.048 5421.000 3.000 0.000 0.000
108.202 0.048 5431.000 3.000 0.000 0.000
108.202 0.048 5441.000 3.000 0.000 0.000
108.202 0.048 5451.000 3.000 0.000 0.000
108.202 0.048 5461.000 3.000 0.000 0.000
108.202 0.048 5471.000 3.000 0.000 0.000
108.950 0.048 5371.000 3.000 0.000 0.000
108.950 0.048 5381.000 3.000 0.000 0.000
108.950 0.048 5391.000 3.000 0.000 0.000
108.950 0.048 5401.000 3.000 0.000 0.000
108.950 0.048 5411.000 3.000 0.000 0.000
108.950 0.048 5421.000 3.000 0.000 0.000
108.950 0.048 5431.000 3.000 0.000 0.000
108.950 0.048 5441.000 3.000 0.000 0.000
108.950 0.048 5451.000 3.000 0.000 0.000
108.950 0.048 5461.000 3.000 0.000 0.000
108.950 0.048 5471.000 3.000 0.000 0.000
109.699 0.048 5371.000 3.000 0.000 0.000
109.699 0.048 5381.000 3.000 0.000 0.000
109.699 0.048 5391.000 3.000 0.000 0.000
109.699 0.048 5401.000 3.000 0.000 0.000
109.699 0.048 5411.000 3.000 0.000 0.000
109.699 0.048 5421.000 3.000 0.000 0.000
109.699 0.048 5431.000 3.000 0.000 0.000
109.699 0.048 5441.000 3.000 0.000 0.000
109.699 0.048 5451.000 3.000 0.000 0.000
109.699 0.048 5461.000 3.000 0.000 0.000
109.699 0.048 5471.000 3.000 0.000 0.000
110.447 0.048 5371.000 3.000 0.000 0.000
110.447 0.048 5381.000 3.000 0.000 0.000
110.447 0.048 5391.000 3.000 0.000 0.000
110.447 0.048 5401.000 3.000 0.000 0.000
110.447 0.048 5411.000 3.000 0.000 0.000
110.447 0.048 5421.000 3.000 0.000 0.000
110.447 0.048 5431.000 3.000 0.000 0.000
110.447 0.048 5441.000 3.000 0.000 0.000
110.447 0.048 5451.000 3.000 0.000 0.000
110.447 0.048 5461.000 3.000 0.000 0.000
110.447 0.048 5471.000 3.000 0.000 0.000
111.195 0.048 5371.000 3.000 0.000 0.000
111.195 0.048 5381.000 3.000 0.000 0.000
111.195 0.048 5391.000 3.000 0.000 0.000
111.195 0.048 5401.000 3.000 0.000 0.000
111.195 0.048 5411.000 3.000 0.000 0.000
111.195 0.048 5421.000 3.000 0.000 0.000
111.195 0.048 5431.000 3.000 0.000 0.000
111.195 0.048 5441.000 3.000 0.000 0.000
111.195 0.048 5451.000 3.000 0.000 0.000
111.195 0.048 5461.000 3.000 0.000 0.000
111.195 0.048 5471.000 3.000 0.000 0.000
111.943 0.048 5371.000 3.000 0.000 0.000
111.943 0.048 5381.000 3.000 0.000 0.000
111.943 0.048 5391.000 3.000 0.000 0.000
111.943 0.048 5401.000 3.000 0.000 0.000
111.943 0.048 5411.000 3.000 0.000 0.000
111.943 0.048 5421.000 3.000 0.000 0.000
111.943 0.048 5431.000 3.000 0.000 0.000
111.943 0.048 5441.000 3.000 0.000 0.000
111.943 0.048 5451.000 3.000 0.000 0.000
111.943 0.048 5461.000 3.000 0.000 0.000
111.943 0.048 5471.000 3.000 0.000 0.000
112.691 0.048 5371.000 3.000 0.000 0.000
112.691 0.048 5381.000 3.000 0.000 0.000
112.691 0.048 5391.000 3.000 0.000 0.000
112.691 0.048 5401.000 3.000 0.000 0.000
112.691 0.048 5411.000 3.000 0.000 0.000
112.691 0.048 5421.000 3.000 0.000 0.000
112.691 0.048 5431.000 3.000 0.000 0.000
112.691 0.048 5441.000 3.000 0.000 0.000
112.691 0.048 5451.000 3.000 0.000 0.000
112.691 0.048 5461.000 3.000 0.000 0.000
112.691 0.048 5471.000 3.000 0.000 0.000
113.439 0.048 5371.000 3.000 0.000 0.000
113.439 0.048 5381.000 3.000 0.000 0.000
113.439 0.048 5391.000 3.000 0.000 0.000
113.439 0.048 5401.000 3.000 0.000 0.000
113.439 0.048 5411.000 3.000 0.000 0.000
113.439 0.048 5421.000 3.000 0.000 0.000
113.439 0.048 5431.000 3.000 0.000 0.000
113.439 0.048 5441.000 3.000 0.000 0.000
113.439 0.048 5451.000 3.000 0.000 0.000
113.439 0.048 5461.000 3.000 0.000 0.000
113.439 0.048 5471.000 3.000 0.000 0.000
114.188 0.048 5371.000 3.000 0.000 0.000
114.188 0.048 5381.000 3.000 0.000 0.000
114.188 0.048 5391.000 3.000 0.000 0.000
114.188 0.048 5401.000 3.000 0.000 0.000
114.188 0.048 5411.000 3.000 0.000 0.000
114.188 0.048 5421.000 3.000 0.000 0.000
114.188 0.048 5431.000 3.000 0.000 0.000
114.188 0.048 5441.000 3.000 0.000 0.000
114.188 0.048 5451.000 3.000 0.000 0.000
114.188 0.048 5461.000 3.000 0.000 0.000
114.188 0.048 5471.000 3.000 0.000 0.000
114.936 0.048 5371.000 3.000 0.000 0.000
114.936 0.048 5381.000 3.000 0.000 0.000
114.936 0.048 5391.000 3.000 0.000 0.000
114.936 0.048 5401.000 3.000 0.000 0.000
114.936 0.048 5411.000 3.000 0.000 0.000
114.936 0.048 5421.000 3.000 0.000 0.000
114.936 0.048 5431.000 3.000 0.000 0.000
114.936 0.048 5441.000 3.000 0.000 0.000
114.936 0.048 5451.000 3.000 0.000 0.000
114.936 0.048 5461.000 3.000 0.000 0.000
114.936 0.048 5471.000 3.000 0.000 0.000
115.684 0.048 5371.000 3.000 0.000 0.000
115.684 0.048 5381.000 3.000 0.000 0.000
115.684 0.048 5391.000 3.000 0.000 0.000
115.684 0.048 5401.000 3.000 0.000 0.000
115.684 0.048 5411.000 3.000 0.000 0.000
115.684 0.048 5421.000 3.000 0.000 0.000
115.684 0.048 5431.000 3.000 0.000 0.000
115.684 0.048 5441.000 3.000 0.000 0.000
115.684 0.048 5451.000 3.000 0.000 0.000
115.684 0.048 5461.000 3.000 0.000 0.000
115.684 0.048 5471.000 3.000 0.000 0.000
116.432 0.048 5371.000 3.000 0.000 0.000
116.432 0.048 5381.000 3.000 0.000 0.000
116.432 0.048 5391.000 3.000 0.000 0.000
116.432 0.048 5401.000 3.000 0.000 0.000
116.432 0.048 5411.000 3.000 0.000 0.000
116.432 0.048 5421.000 3.000 0.000 0.000
116.432 0.048 5431.000 3.000 0.000 0.000
116.432 0.048 5441.000 3.000 0.000 0.000
116.432 0.048 5451.000 3.000 0.000 0.000
116.432 0.048 5461.000 3.000 0.000 0.000
116.432 0.048 5471.000 3.000 0.000 0.000
117.180 0.048 5371.000 3.000 0.000 0.000
117.180 0.048 5381.000 3.000 0.000 0.000
117.180 0.048 5391.000 3.000 0.000 0.000
117.180 0.048 5401.000 3.000 0.000 0.000
117.180 0.048 5411.000 3.000 0.000 0.000
117.180 0.048 5421.000 3.000 0.000 0.000
117.180 0.048 5431.000 3.000 0.000 0.000
117.180 0.048 5441.000 3.000 0.000 0.000
117.180 0.048 5451.000 3.000 0.000 0.000
117.180 0.048 5461.000 3.000 0.000 0.000
117.180 0.048 5471.000 3.000 0.000 0.000
117.928 0.048 5371.000 3.000 0.000 0.000
117.928 0.048 5381.000 3.000 0.000 0.000
117.928 0.048 5391.000 3.000 0.000 0.000
117.928 0.048 5401.000 3.000 0.000 0.000
117.928 0.048 5411.000 3.000 0.000 0.000
117.928 0.048 5421.000 3.000 0.000 0.000
117.928 0.048 5431.000 3.000 0.000 0.000
117.928 0.048 5441.000 3.000 0.000 0.000
117.928 0.048 5451.000 3.000 0.000 0.000
117.928 0.048 5461.000 3.000 0.000 0.000
117.928 0.048 5471.000 3.000 0.000 0.000
118.677 0.048 5371.000 3.000 0.000 0.000
118.677 0.048 5381.000 3.000 0.000 0.000
118.677 0.048 5391.000 3.000 0.000 0.000
118.677 0.048 5401.000 3.000 0.000 0.000
118.677 0.048 5411.000 3.000 0.000 0.000
118.677 0.048 5421.000 3.000 0.000 0.000
118.677 0.048 5431.000 3.000 0.000 0.000
118.677 0.048 5441.000 3.000 0.000 0.000
118.677 0.048 5451.000 3.000 0.000 0.000
118.677 0.048 5461.000 3.000 0.000 0.000
118.677 0.048 5471.000 3.000 0.000 0.000
119.425 0.048 5371.000 3.000 0.000 0.000
119.425 0.048 5381.000 3.000 0.000 0.000
119.425 0.048 5391.000 3.000 0.000 0.000
119.425 0.048 5401.000 3.000 0.000 0.000
119.425 0.048 5411.000 3.000 0.000 0.000
119.425 0.048 5421.000 3.000 0.000 0.000
119.425 0.048 5431.000 3.000 0.000 0.000
119.425 0.048 5441.000 3.000 0.000 0.000
119.425 0.048 5451.000 3.000 0.000 0.000
119.425 0.048 5461.000 3.000 0.000 0.000
119.425 0.048 5471.000 3.000 0.000 0.000
120.173 0.048 5371.000 3.000 0.000 0.000
120.173 0.048 5381.000 3.000 0.000 0.000
120.173 0.048 5391.000 3.000 0.000 0.000
120.173 0.048 5401.000 3.000 0.000 0.000
120.173 0.048 5411.000 3.000 0.000 0.000
120.173 0.048 5421.000 3.000 0.000 0.000
