! #lon(deg), lat(deg), depth(km), dVs(%), dVp(%), drho(%)
113.439 2.839 5471.000 3.000 0.000 0.000
114.188 2.839 5371.000 3.000 0.000 0.000
114.188 2.839 5381.000 3.000 0.000 0.000
114.188 2.839 5391.000 3.000 0.000 0.000
114.188 2.839 5401.000 3.000 0.000 0.000
114.188 2.839 5411.000 3.000 0.000 0.000
114.188 2.839 5421.000 3.000 0.000 0.000
114.188 2.839 5431.000 3.000 0.000 0.000
114.188 2.839 5441.000 3.000 0.000 0.000
114.188 2.839 5451.000 3.000 0.000 0.000
114.188 2.839 5461.000 3.000 0.000 0.000
114.188 2.839 5471.000 3.000 0.000 0.000
114.936 2.839 5371.000 3.000 0.000 0.000
114.936 2.839 5381.000 3.000 0.000 0.000
114.936 2.839 5391.000 3.000 0.000 0.000
114.936 2.839 5401.000 3.000 0.000 0.000
114.936 2.839 5411.000 3.000 0.000 0.000
114.936 2.839 5421.000 3.000 0.000 0.000
114.936 2.839 5431.000 3.000 0.000 0.000
114.936 2.839 5441.000 3.000 0.000 0.000
114.936 2.839 5451.000 3.000 0.000 0.000
114.936 2.839 5461.000 3.000 0.000 0.000
114.936 2.839 5471.000 3.000 0.000 0.000
115.684 2.839 5371.000 3.000 0.000 0.000
115.684 2.839 5381.000 3.000 0.000 0.000
115.684 2.839 5391.000 3.000 0.000 0.000
115.684 2.839 5401.000 3.000 0.000 0.000
115.684 2.839 5411.000 3.000 0.000 0.000
115.684 2.839 5421.000 3.000 0.000 0.000
115.684 2.839 5431.000 3.000 0.000 0.000
115.684 2.839 5441.000 3.000 0.000 0.000
115.684 2.839 5451.000 3.000 0.000 0.000
115.684 2.839 5461.000 3.000 0.000 0.000
115.684 2.839 5471.000 3.000 0.000 0.000
116.432 2.839 5371.000 3.000 0.000 0.000
116.432 2.839 5381.000 3.000 0.000 0.000
116.432 2.839 5391.000 3.000 0.000 0.000
116.432 2.839 5401.000 3.000 0.000 0.000
116.432 2.839 5411.000 3.000 0.000 0.000
116.432 2.839 5421.000 3.000 0.000 0.000
116.432 2.839 5431.000 3.000 0.000 0.000
116.432 2.839 5441.000 3.000 0.000 0.000
116.432 2.839 5451.000 3.000 0.000 0.000
116.432 2.839 5461.000 3.000 0.000 0.000
116.432 2.839 5471.000 3.000 0.000 0.000
117.180 2.839 5371.000 3.000 0.000 0.000
117.180 2.839 5381.000 3.000 0.000 0.000
117.180 2.839 5391.000 3.000 0.000 0.000
117.180 2.839 5401.000 3.000 0.000 0.000
117.180 2.839 5411.000 3.000 0.000 0.000
117.180 2.839 5421.000 3.000 0.000 0.000
117.180 2.839 5431.000 3.000 0.000 0.000
117.180 2.839 5441.000 3.000 0.000 0.000
117.180 2.839 5451.000 3.000 0.000 0.000
117.180 2.839 5461.000 3.000 0.000 0.000
117.180 2.839 5471.000 3.000 0.000 0.000
117.928 2.839 5371.000 3.000 0.000 0.000
117.928 2.839 5381.000 3.000 0.000 0.000
117.928 2.839 5391.000 3.000 0.000 0.000
117.928 2.839 5401.000 3.000 0.000 0.000
117.928 2.839 5411.000 3.000 0.000 0.000
117.928 2.839 5421.000 3.000 0.000 0.000
117.928 2.839 5431.000 3.000 0.000 0.000
117.928 2.839 5441.000 3.000 0.000 0.000
117.928 2.839 5451.000 3.000 0.000 0.000
117.928 2.839 5461.000 3.000 0.000 0.000
117.928 2.839 5471.000 3.000 0.000 0.000
118.677 2.839 5371.000 3.000 0.000 0.000
118.677 2.839 5381.000 3.000 0.000 0.000
118.677 2.839 5391.000 3.000 0.000 0.000
118.677 2.839 5401.000 3.000 0.000 0.000
118.677 2.839 5411.000 3.000 0.000 0.000
118.677 2.839 5421.000 3.000 0.000 0.000
118.677 2.839 5431.000 3.000 0.000 0.000
118.677 2.839 5441.000 3.000 0.000 0.000
118.677 2.839 5451.000 3.000 0.000 0.000
118.677 2.839 5461.000 3.000 0.000 0.000
118.677 2.839 5471.000 3.000 0.000 0.000
119.425 2.839 5371.000 3.000 0.000 0.000
119.425 2.839 5381.000 3.000 0.000 0.000
119.425 2.839 5391.000 3.000 0.000 0.000
119.425 2.839 5401.000 3.000 0.000 0.000
119.425 2.839 5411.000 3.000 0.000 0.000
119.425 2.839 5421.000 3.000 0.000 0.000
119.425 2.839 5431.000 3.000 0.000 0.000
119.425 2.839 5441.000 3.000 0.000 0.000
119.425 2.839 5451.000 3.000 0.000 0.000
119.425 2.839 5461.000 3.000 0.000 0.000
119.425 2.839 5471.000 3.000 0.000 0.000
120.173 2.839 5371.000 3.000 0.000 0.000
120.173 2.839 5381.000 3.000 0.000 0.000
120.173 2.839 5391.000 3.000 0.000 0.000
120.173 2.839 5401.000 3.000 0.000 0.000
120.173 2.839 5411.000 3.000 0.000 0.000
120.173 2.839 5421.000 3.000 0.000 0.000
120.173 2.839 5431.000 3.000 0.000 0.000
120.173 2.839 5441.000 3.000 0.000 0.000
120.173 2.839 5451.000 3.000 0.000 0.000
120.173 2.839 5461.000 3.000 0.000 0.000
120.173 2.839 5471.000 3.000 0.000 0.000
120.921 2.839 5371.000 3.000 0.000 0.000
120.921 2.839 5381.000 3.000 0.000 0.000
120.921 2.839 5391.000 3.000 0.000 0.000
120.921 2.839 5401.000 3.000 0.000 0.000
120.921 2.839 5411.000 3.000 0.000 0.000
120.921 2.839 5421.000 3.000 0.000 0.000
120.921 2.839 5431.000 3.000 0.000 0.000
120.921 2.839 5441.000 3.000 0.000 0.000
120.921 2.839 5451.000 3.000 0.000 0.000
120.921 2.839 5461.000 3.000 0.000 0.000
120.921 2.839 5471.000 3.000 0.000 0.000
121.669 2.839 5371.000 3.000 0.000 0.000
121.669 2.839 5381.000 3.000 0.000 0.000
121.669 2.839 5391.000 3.000 0.000 0.000
121.669 2.839 5401.000 3.000 0.000 0.000
121.669 2.839 5411.000 3.000 0.000 0.000
121.669 2.839 5421.000 3.000 0.000 0.000
121.669 2.839 5431.000 3.000 0.000 0.000
121.669 2.839 5441.000 3.000 0.000 0.000
121.669 2.839 5451.000 3.000 0.000 0.000
121.669 2.839 5461.000 3.000 0.000 0.000
121.669 2.839 5471.000 3.000 0.000 0.000
122.417 2.839 5371.000 3.000 0.000 0.000
122.417 2.839 5381.000 3.000 0.000 0.000
122.417 2.839 5391.000 3.000 0.000 0.000
122.417 2.839 5401.000 3.000 0.000 0.000
122.417 2.839 5411.000 3.000 0.000 0.000
122.417 2.839 5421.000 3.000 0.000 0.000
122.417 2.839 5431.000 3.000 0.000 0.000
122.417 2.839 5441.000 3.000 0.000 0.000
122.417 2.839 5451.000 3.000 0.000 0.000
122.417 2.839 5461.000 3.000 0.000 0.000
122.417 2.839 5471.000 3.000 0.000 0.000
105.209 3.398 5371.000 3.000 0.000 0.000
105.209 3.398 5381.000 3.000 0.000 0.000
105.209 3.398 5391.000 3.000 0.000 0.000
105.209 3.398 5401.000 3.000 0.000 0.000
105.209 3.398 5411.000 3.000 0.000 0.000
105.209 3.398 5421.000 3.000 0.000 0.000
105.209 3.398 5431.000 3.000 0.000 0.000
105.209 3.398 5441.000 3.000 0.000 0.000
105.209 3.398 5451.000 3.000 0.000 0.000
105.209 3.398 5461.000 3.000 0.000 0.000
105.209 3.398 5471.000 3.000 0.000 0.000
105.958 3.398 5371.000 3.000 0.000 0.000
105.958 3.398 5381.000 3.000 0.000 0.000
105.958 3.398 5391.000 3.000 0.000 0.000
105.958 3.398 5401.000 3.000 0.000 0.000
105.958 3.398 5411.000 3.000 0.000 0.000
105.958 3.398 5421.000 3.000 0.000 0.000
105.958 3.398 5431.000 3.000 0.000 0.000
105.958 3.398 5441.000 3.000 0.000 0.000
105.958 3.398 5451.000 3.000 0.000 0.000
105.958 3.398 5461.000 3.000 0.000 0.000
105.958 3.398 5471.000 3.000 0.000 0.000
106.706 3.398 5371.000 3.000 0.000 0.000
106.706 3.398 5381.000 3.000 0.000 0.000
106.706 3.398 5391.000 3.000 0.000 0.000
106.706 3.398 5401.000 3.000 0.000 0.000
106.706 3.398 5411.000 3.000 0.000 0.000
106.706 3.398 5421.000 3.000 0.000 0.000
106.706 3.398 5431.000 3.000 0.000 0.000
106.706 3.398 5441.000 3.000 0.000 0.000
106.706 3.398 5451.000 3.000 0.000 0.000
106.706 3.398 5461.000 3.000 0.000 0.000
106.706 3.398 5471.000 3.000 0.000 0.000
107.454 3.398 5371.000 3.000 0.000 0.000
107.454 3.398 5381.000 3.000 0.000 0.000
107.454 3.398 5391.000 3.000 0.000 0.000
107.454 3.398 5401.000 3.000 0.000 0.000
107.454 3.398 5411.000 3.000 0.000 0.000
107.454 3.398 5421.000 3.000 0.000 0.000
107.454 3.398 5431.000 3.000 0.000 0.000
107.454 3.398 5441.000 3.000 0.000 0.000
107.454 3.398 5451.000 3.000 0.000 0.000
107.454 3.398 5461.000 3.000 0.000 0.000
107.454 3.398 5471.000 3.000 0.000 0.000
108.202 3.398 5371.000 3.000 0.000 0.000
108.202 3.398 5381.000 3.000 0.000 0.000
108.202 3.398 5391.000 3.000 0.000 0.000
108.202 3.398 5401.000 3.000 0.000 0.000
108.202 3.398 5411.000 3.000 0.000 0.000
108.202 3.398 5421.000 3.000 0.000 0.000
108.202 3.398 5431.000 3.000 0.000 0.000
108.202 3.398 5441.000 3.000 0.000 0.000
108.202 3.398 5451.000 3.000 0.000 0.000
108.202 3.398 5461.000 3.000 0.000 0.000
108.202 3.398 5471.000 3.000 0.000 0.000
108.950 3.398 5371.000 3.000 0.000 0.000
108.950 3.398 5381.000 3.000 0.000 0.000
108.950 3.398 5391.000 3.000 0.000 0.000
108.950 3.398 5401.000 3.000 0.000 0.000
108.950 3.398 5411.000 3.000 0.000 0.000
108.950 3.398 5421.000 3.000 0.000 0.000
108.950 3.398 5431.000 3.000 0.000 0.000
108.950 3.398 5441.000 3.000 0.000 0.000
108.950 3.398 5451.000 3.000 0.000 0.000
108.950 3.398 5461.000 3.000 0.000 0.000
108.950 3.398 5471.000 3.000 0.000 0.000
109.699 3.398 5371.000 3.000 0.000 0.000
109.699 3.398 5381.000 3.000 0.000 0.000
109.699 3.398 5391.000 3.000 0.000 0.000
109.699 3.398 5401.000 3.000 0.000 0.000
109.699 3.398 5411.000 3.000 0.000 0.000
109.699 3.398 5421.000 3.000 0.000 0.000
109.699 3.398 5431.000 3.000 0.000 0.000
109.699 3.398 5441.000 3.000 0.000 0.000
109.699 3.398 5451.000 3.000 0.000 0.000
109.699 3.398 5461.000 3.000 0.000 0.000
109.699 3.398 5471.000 3.000 0.000 0.000
110.447 3.398 5371.000 3.000 0.000 0.000
110.447 3.398 5381.000 3.000 0.000 0.000
110.447 3.398 5391.000 3.000 0.000 0.000
110.447 3.398 5401.000 3.000 0.000 0.000
110.447 3.398 5411.000 3.000 0.000 0.000
110.447 3.398 5421.000 3.000 0.000 0.000
110.447 3.398 5431.000 3.000 0.000 0.000
110.447 3.398 5441.000 3.000 0.000 0.000
110.447 3.398 5451.000 3.000 0.000 0.000
110.447 3.398 5461.000 3.000 0.000 0.000
110.447 3.398 5471.000 3.000 0.000 0.000
111.195 3.398 5371.000 3.000 0.000 0.000
111.195 3.398 5381.000 3.000 0.000 0.000
111.195 3.398 5391.000 3.000 0.000 0.000
111.195 3.398 5401.000 3.000 0.000 0.000
111.195 3.398 5411.000 3.000 0.000 0.000
111.195 3.398 5421.000 3.000 0.000 0.000
111.195 3.398 5431.000 3.000 0.000 0.000
111.195 3.398 5441.000 3.000 0.000 0.000
111.195 3.398 5451.000 3.000 0.000 0.000
111.195 3.398 5461.000 3.000 0.000 0.000
111.195 3.398 5471.000 3.000 0.000 0.000
111.943 3.398 5371.000 3.000 0.000 0.000
111.943 3.398 5381.000 3.000 0.000 0.000
111.943 3.398 5391.000 3.000 0.000 0.000
111.943 3.398 5401.000 3.000 0.000 0.000
111.943 3.398 5411.000 3.000 0.000 0.000
111.943 3.398 5421.000 3.000 0.000 0.000
111.943 3.398 5431.000 3.000 0.000 0.000
111.943 3.398 5441.000 3.000 0.000 0.000
111.943 3.398 5451.000 3.000 0.000 0.000
111.943 3.398 5461.000 3.000 0.000 0.000
111.943 3.398 5471.000 3.000 0.000 0.000
112.691 3.398 5371.000 3.000 0.000 0.000
112.691 3.398 5381.000 3.000 0.000 0.000
112.691 3.398 5391.000 3.000 0.000 0.000
112.691 3.398 5401.000 3.000 0.000 0.000
112.691 3.398 5411.000 3.000 0.000 0.000
112.691 3.398 5421.000 3.000 0.000 0.000
112.691 3.398 5431.000 3.000 0.000 0.000
112.691 3.398 5441.000 3.000 0.000 0.000
112.691 3.398 5451.000 3.000 0.000 0.000
112.691 3.398 5461.000 3.000 0.000 0.000
112.691 3.398 5471.000 3.000 0.000 0.000
113.439 3.398 5371.000 3.000 0.000 0.000
113.439 3.398 5381.000 3.000 0.000 0.000
113.439 3.398 5391.000 3.000 0.000 0.000
113.439 3.398 5401.000 3.000 0.000 0.000
113.439 3.398 5411.000 3.000 0.000 0.000
113.439 3.398 5421.000 3.000 0.000 0.000
113.439 3.398 5431.000 3.000 0.000 0.000
113.439 3.398 5441.000 3.000 0.000 0.000
113.439 3.398 5451.000 3.000 0.000 0.000
113.439 3.398 5461.000 3.000 0.000 0.000
113.439 3.398 5471.000 3.000 0.000 0.000
114.188 3.398 5371.000 3.000 0.000 0.000
114.188 3.398 5381.000 3.000 0.000 0.000
114.188 3.398 5391.000 3.000 0.000 0.000
114.188 3.398 5401.000 3.000 0.000 0.000
114.188 3.398 5411.000 3.000 0.000 0.000
114.188 3.398 5421.000 3.000 0.000 0.000
114.188 3.398 5431.000 3.000 0.000 0.000
114.188 3.398 5441.000 3.000 0.000 0.000
114.188 3.398 5451.000 3.000 0.000 0.000
114.188 3.398 5461.000 3.000 0.000 0.000
114.188 3.398 5471.000 3.000 0.000 0.000
114.936 3.398 5371.000 3.000 0.000 0.000
114.936 3.398 5381.000 3.000 0.000 0.000
114.936 3.398 5391.000 3.000 0.000 0.000
114.936 3.398 5401.000 3.000 0.000 0.000
114.936 3.398 5411.000 3.000 0.000 0.000
114.936 3.398 5421.000 3.000 0.000 0.000
114.936 3.398 5431.000 3.000 0.000 0.000
114.936 3.398 5441.000 3.000 0.000 0.000
114.936 3.398 5451.000 3.000 0.000 0.000
114.936 3.398 5461.000 3.000 0.000 0.000
114.936 3.398 5471.000 3.000 0.000 0.000
115.684 3.398 5371.000 3.000 0.000 0.000
115.684 3.398 5381.000 3.000 0.000 0.000
115.684 3.398 5391.000 3.000 0.000 0.000
115.684 3.398 5401.000 3.000 0.000 0.000
115.684 3.398 5411.000 3.000 0.000 0.000
115.684 3.398 5421.000 3.000 0.000 0.000
115.684 3.398 5431.000 3.000 0.000 0.000
115.684 3.398 5441.000 3.000 0.000 0.000
115.684 3.398 5451.000 3.000 0.000 0.000
115.684 3.398 5461.000 3.000 0.000 0.000
115.684 3.398 5471.000 3.000 0.000 0.000
116.432 3.398 5371.000 3.000 0.000 0.000
116.432 3.398 5381.000 3.000 0.000 0.000
116.432 3.398 5391.000 3.000 0.000 0.000
116.432 3.398 5401.000 3.000 0.000 0.000
116.432 3.398 5411.000 3.000 0.000 0.000
116.432 3.398 5421.000 3.000 0.000 0.000
116.432 3.398 5431.000 3.000 0.000 0.000
116.432 3.398 5441.000 3.000 0.000 0.000
116.432 3.398 5451.000 3.000 0.000 0.000
116.432 3.398 5461.000 3.000 0.000 0.000
116.432 3.398 5471.000 3.000 0.000 0.000
117.180 3.398 5371.000 3.000 0.000 0.000
117.180 3.398 5381.000 3.000 0.000 0.000
117.180 3.398 5391.000 3.000 0.000 0.000
117.180 3.398 5401.000 3.000 0.000 0.000
117.180 3.398 5411.000 3.000 0.000 0.000
117.180 3.398 5421.000 3.000 0.000 0.000
117.180 3.398 5431.000 3.000 0.000 0.000
117.180 3.398 5441.000 3.000 0.000 0.000
117.180 3.398 5451.000 3.000 0.000 0.000
117.180 3.398 5461.000 3.000 0.000 0.000
117.180 3.398 5471.000 3.000 0.000 0.000
117.928 3.398 5371.000 3.000 0.000 0.000
117.928 3.398 5381.000 3.000 0.000 0.000
117.928 3.398 5391.000 3.000 0.000 0.000
117.928 3.398 5401.000 3.000 0.000 0.000
117.928 3.398 5411.000 3.000 0.000 0.000
117.928 3.398 5421.000 3.000 0.000 0.000
117.928 3.398 5431.000 3.000 0.000 0.000
117.928 3.398 5441.000 3.000 0.000 0.000
117.928 3.398 5451.000 3.000 0.000 0.000
117.928 3.398 5461.000 3.000 0.000 0.000
117.928 3.398 5471.000 3.000 0.000 0.000
118.677 3.398 5371.000 3.000 0.000 0.000
118.677 3.398 5381.000 3.000 0.000 0.000
118.677 3.398 5391.000 3.000 0.000 0.000
118.677 3.398 5401.000 3.000 0.000 0.000
118.677 3.398 5411.000 3.000 0.000 0.000
118.677 3.398 5421.000 3.000 0.000 0.000
118.677 3.398 5431.000 3.000 0.000 0.000
118.677 3.398 5441.000 3.000 0.000 0.000
118.677 3.398 5451.000 3.000 0.000 0.000
118.677 3.398 5461.000 3.000 0.000 0.000
118.677 3.398 5471.000 3.000 0.000 0.000
119.425 3.398 5371.000 3.000 0.000 0.000
119.425 3.398 5381.000 3.000 0.000 0.000
119.425 3.398 5391.000 3.000 0.000 0.000
119.425 3.398 5401.000 3.000 0.000 0.000
119.425 3.398 5411.000 3.000 0.000 0.000
119.425 3.398 5421.000 3.000 0.000 0.000
119.425 3.398 5431.000 3.000 0.000 0.000
119.425 3.398 5441.000 3.000 0.000 0.000
119.425 3.398 5451.000 3.000 0.000 0.000
119.425 3.398 5461.000 3.000 0.000 0.000
119.425 3.398 5471.000 3.000 0.000 0.000
120.173 3.398 5371.000 3.000 0.000 0.000
120.173 3.398 5381.000 3.000 0.000 0.000
120.173 3.398 5391.000 3.000 0.000 0.000
120.173 3.398 5401.000 3.000 0.000 0.000
120.173 3.398 5411.000 3.000 0.000 0.000
120.173 3.398 5421.000 3.000 0.000 0.000
120.173 3.398 5431.000 3.000 0.000 0.000
120.173 3.398 5441.000 3.000 0.000 0.000
120.173 3.398 5451.000 3.000 0.000 0.000
120.173 3.398 5461.000 3.000 0.000 0.000
120.173 3.398 5471.000 3.000 0.000 0.000
120.921 3.398 5371.000 3.000 0.000 0.000
120.921 3.398 5381.000 3.000 0.000 0.000
120.921 3.398 5391.000 3.000 0.000 0.000
120.921 3.398 5401.000 3.000 0.000 0.000
120.921 3.398 5411.000 3.000 0.000 0.000
120.921 3.398 5421.000 3.000 0.000 0.000
120.921 3.398 5431.000 3.000 0.000 0.000
120.921 3.398 5441.000 3.000 0.000 0.000
120.921 3.398 5451.000 3.000 0.000 0.000
120.921 3.398 5461.000 3.000 0.000 0.000
120.921 3.398 5471.000 3.000 0.000 0.000
121.669 3.398 5371.000 3.000 0.000 0.000
121.669 3.398 5381.000 3.000 0.000 0.000
121.669 3.398 5391.000 3.000 0.000 0.000
121.669 3.398 5401.000 3.000 0.000 0.000
121.669 3.398 5411.000 3.000 0.000 0.000
121.669 3.398 5421.000 3.000 0.000 0.000
121.669 3.398 5431.000 3.000 0.000 0.000
121.669 3.398 5441.000 3.000 0.000 0.000
121.669 3.398 5451.000 3.000 0.000 0.000
121.669 3.398 5461.000 3.000 0.000 0.000
121.669 3.398 5471.000 3.000 0.000 0.000
122.417 3.398 5371.000 3.000 0.000 0.000
122.417 3.398 5381.000 3.000 0.000 0.000
122.417 3.398 5391.000 3.000 0.000 0.000
122.417 3.398 5401.000 3.000 0.000 0.000
122.417 3.398 5411.000 3.000 0.000 0.000
122.417 3.398 5421.000 3.000 0.000 0.000
122.417 3.398 5431.000 3.000 0.000 0.000
122.417 3.398 5441.000 3.000 0.000 0.000
122.417 3.398 5451.000 3.000 0.000 0.000
122.417 3.398 5461.000 3.000 0.000 0.000
122.417 3.398 5471.000 3.000 0.000 0.000
123.166 3.398 5371.000 3.000 0.000 0.000
123.166 3.398 5381.000 3.000 0.000 0.000
123.166 3.398 5391.000 3.000 0.000 0.000
123.166 3.398 5401.000 3.000 0.000 0.000
123.166 3.398 5411.000 3.000 0.000 0.000
123.166 3.398 5421.000 3.000 0.000 0.000
123.166 3.398 5431.000 3.000 0.000 0.000
123.166 3.398 5441.000 3.000 0.000 0.000
123.166 3.398 5451.000 3.000 0.000 0.000
123.166 3.398 5461.000 3.000 0.000 0.000
123.166 3.398 5471.000 3.000 0.000 0.000
105.209 3.956 5371.000 3.000 0.000 0.000
105.209 3.956 5381.000 3.000 0.000 0.000
105.209 3.956 5391.000 3.000 0.000 0.000
105.209 3.956 5401.000 3.000 0.000 0.000
105.209 3.956 5411.000 3.000 0.000 0.000
105.209 3.956 5421.000 3.000 0.000 0.000
105.209 3.956 5431.000 3.000 0.000 0.000
105.209 3.956 5441.000 3.000 0.000 0.000
105.209 3.956 5451.000 3.000 0.000 0.000
105.209 3.956 5461.000 3.000 0.000 0.000
105.209 3.956 5471.000 3.000 0.000 0.000
105.958 3.956 5371.000 3.000 0.000 0.000
105.958 3.956 5381.000 3.000 0.000 0.000
105.958 3.956 5391.000 3.000 0.000 0.000
105.958 3.956 5401.000 3.000 0.000 0.000
105.958 3.956 5411.000 3.000 0.000 0.000
105.958 3.956 5421.000 3.000 0.000 0.000
105.958 3.956 5431.000 3.000 0.000 0.000
105.958 3.956 5441.000 3.000 0.000 0.000
105.958 3.956 5451.000 3.000 0.000 0.000
105.958 3.956 5461.000 3.000 0.000 0.000
105.958 3.956 5471.000 3.000 0.000 0.000
106.706 3.956 5371.000 3.000 0.000 0.000
106.706 3.956 5381.000 3.000 0.000 0.000
106.706 3.956 5391.000 3.000 0.000 0.000
106.706 3.956 5401.000 3.000 0.000 0.000
106.706 3.956 5411.000 3.000 0.000 0.000
106.706 3.956 5421.000 3.000 0.000 0.000
106.706 3.956 5431.000 3.000 0.000 0.000
106.706 3.956 5441.000 3.000 0.000 0.000
106.706 3.956 5451.000 3.000 0.000 0.000
106.706 3.956 5461.000 3.000 0.000 0.000
106.706 3.956 5471.000 3.000 0.000 0.000
107.454 3.956 5371.000 3.000 0.000 0.000
107.454 3.956 5381.000 3.000 0.000 0.000
107.454 3.956 5391.000 3.000 0.000 0.000
107.454 3.956 5401.000 3.000 0.000 0.000
107.454 3.956 5411.000 3.000 0.000 0.000
107.454 3.956 5421.000 3.000 0.000 0.000
107.454 3.956 5431.000 3.000 0.000 0.000
107.454 3.956 5441.000 3.000 0.000 0.000
107.454 3.956 5451.000 3.000 0.000 0.000
107.454 3.956 5461.000 3.000 0.000 0.000
107.454 3.956 5471.000 3.000 0.000 0.000
108.202 3.956 5371.000 3.000 0.000 0.000
108.202 3.956 5381.000 3.000 0.000 0.000
108.202 3.956 5391.000 3.000 0.000 0.000
108.202 3.956 5401.000 3.000 0.000 0.000
108.202 3.956 5411.000 3.000 0.000 0.000
108.202 3.956 5421.000 3.000 0.000 0.000
108.202 3.956 5431.000 3.000 0.000 0.000
108.202 3.956 5441.000 3.000 0.000 0.000
108.202 3.956 5451.000 3.000 0.000 0.000
108.202 3.956 5461.000 3.000 0.000 0.000
108.202 3.956 5471.000 3.000 0.000 0.000
108.950 3.956 5371.000 3.000 0.000 0.000
108.950 3.956 5381.000 3.000 0.000 0.000
108.950 3.956 5391.000 3.000 0.000 0.000
108.950 3.956 5401.000 3.000 0.000 0.000
108.950 3.956 5411.000 3.000 0.000 0.000
108.950 3.956 5421.000 3.000 0.000 0.000
108.950 3.956 5431.000 3.000 0.000 0.000
108.950 3.956 5441.000 3.000 0.000 0.000
108.950 3.956 5451.000 3.000 0.000 0.000
108.950 3.956 5461.000 3.000 0.000 0.000
108.950 3.956 5471.000 3.000 0.000 0.000
109.699 3.956 5371.000 3.000 0.000 0.000
109.699 3.956 5381.000 3.000 0.000 0.000
109.699 3.956 5391.000 3.000 0.000 0.000
109.699 3.956 5401.000 3.000 0.000 0.000
109.699 3.956 5411.000 3.000 0.000 0.000
109.699 3.956 5421.000 3.000 0.000 0.000
109.699 3.956 5431.000 3.000 0.000 0.000
109.699 3.956 5441.000 3.000 0.000 0.000
109.699 3.956 5451.000 3.000 0.000 0.000
109.699 3.956 5461.000 3.000 0.000 0.000
109.699 3.956 5471.000 3.000 0.000 0.000
110.447 3.956 5371.000 3.000 0.000 0.000
110.447 3.956 5381.000 3.000 0.000 0.000
110.447 3.956 5391.000 3.000 0.000 0.000
110.447 3.956 5401.000 3.000 0.000 0.000
110.447 3.956 5411.000 3.000 0.000 0.000
110.447 3.956 5421.000 3.000 0.000 0.000
110.447 3.956 5431.000 3.000 0.000 0.000
110.447 3.956 5441.000 3.000 0.000 0.000
110.447 3.956 5451.000 3.000 0.000 0.000
110.447 3.956 5461.000 3.000 0.000 0.000
110.447 3.956 5471.000 3.000 0.000 0.000
111.195 3.956 5371.000 3.000 0.000 0.000
111.195 3.956 5381.000 3.000 0.000 0.000
111.195 3.956 5391.000 3.000 0.000 0.000
111.195 3.956 5401.000 3.000 0.000 0.000
111.195 3.956 5411.000 3.000 0.000 0.000
111.195 3.956 5421.000 3.000 0.000 0.000
111.195 3.956 5431.000 3.000 0.000 0.000
111.195 3.956 5441.000 3.000 0.000 0.000
111.195 3.956 5451.000 3.000 0.000 0.000
111.195 3.956 5461.000 3.000 0.000 0.000
111.195 3.956 5471.000 3.000 0.000 0.000
111.943 3.956 5371.000 3.000 0.000 0.000
111.943 3.956 5381.000 3.000 0.000 0.000
111.943 3.956 5391.000 3.000 0.000 0.000
111.943 3.956 5401.000 3.000 0.000 0.000
111.943 3.956 5411.000 3.000 0.000 0.000
111.943 3.956 5421.000 3.000 0.000 0.000
111.943 3.956 5431.000 3.000 0.000 0.000
111.943 3.956 5441.000 3.000 0.000 0.000
111.943 3.956 5451.000 3.000 0.000 0.000
111.943 3.956 5461.000 3.000 0.000 0.000
111.943 3.956 5471.000 3.000 0.000 0.000
112.691 3.956 5371.000 3.000 0.000 0.000
112.691 3.956 5381.000 3.000 0.000 0.000
112.691 3.956 5391.000 3.000 0.000 0.000
112.691 3.956 5401.000 3.000 0.000 0.000
112.691 3.956 5411.000 3.000 0.000 0.000
112.691 3.956 5421.000 3.000 0.000 0.000
112.691 3.956 5431.000 3.000 0.000 0.000
112.691 3.956 5441.000 3.000 0.000 0.000
112.691 3.956 5451.000 3.000 0.000 0.000
112.691 3.956 5461.000 3.000 0.000 0.000
112.691 3.956 5471.000 3.000 0.000 0.000
113.439 3.956 5371.000 3.000 0.000 0.000
113.439 3.956 5381.000 3.000 0.000 0.000
113.439 3.956 5391.000 3.000 0.000 0.000
113.439 3.956 5401.000 3.000 0.000 0.000
113.439 3.956 5411.000 3.000 0.000 0.000
113.439 3.956 5421.000 3.000 0.000 0.000
113.439 3.956 5431.000 3.000 0.000 0.000
113.439 3.956 5441.000 3.000 0.000 0.000
113.439 3.956 5451.000 3.000 0.000 0.000
113.439 3.956 5461.000 3.000 0.000 0.000
113.439 3.956 5471.000 3.000 0.000 0.000
114.188 3.956 5371.000 3.000 0.000 0.000
114.188 3.956 5381.000 3.000 0.000 0.000
114.188 3.956 5391.000 3.000 0.000 0.000
114.188 3.956 5401.000 3.000 0.000 0.000
114.188 3.956 5411.000 3.000 0.000 0.000
114.188 3.956 5421.000 3.000 0.000 0.000
114.188 3.956 5431.000 3.000 0.000 0.000
114.188 3.956 5441.000 3.000 0.000 0.000
114.188 3.956 5451.000 3.000 0.000 0.000
114.188 3.956 5461.000 3.000 0.000 0.000
114.188 3.956 5471.000 3.000 0.000 0.000
114.936 3.956 5371.000 3.000 0.000 0.000
114.936 3.956 5381.000 3.000 0.000 0.000
114.936 3.956 5391.000 3.000 0.000 0.000
114.936 3.956 5401.000 3.000 0.000 0.000
114.936 3.956 5411.000 3.000 0.000 0.000
114.936 3.956 5421.000 3.000 0.000 0.000
114.936 3.956 5431.000 3.000 0.000 0.000
