! #lon(deg), lat(deg), depth(km), dVs(%), dVp(%), drho(%)
115.336 -4.381 5341.000 4.000 0.000 0.000
115.336 -4.381 5351.000 4.000 0.000 0.000
115.336 -4.381 5361.000 4.000 0.000 0.000
115.336 -4.381 5371.000 4.000 0.000 0.000
116.133 -4.381 5171.000 4.000 0.000 0.000
116.133 -4.381 5181.000 4.000 0.000 0.000
116.133 -4.381 5191.000 4.000 0.000 0.000
116.133 -4.381 5201.000 4.000 0.000 0.000
116.133 -4.381 5211.000 4.000 0.000 0.000
116.133 -4.381 5221.000 4.000 0.000 0.000
116.133 -4.381 5231.000 4.000 0.000 0.000
116.133 -4.381 5241.000 4.000 0.000 0.000
116.133 -4.381 5251.000 4.000 0.000 0.000
116.133 -4.381 5261.000 4.000 0.000 0.000
116.133 -4.381 5271.000 4.000 0.000 0.000
116.133 -4.381 5281.000 4.000 0.000 0.000
116.133 -4.381 5291.000 4.000 0.000 0.000
116.133 -4.381 5301.000 4.000 0.000 0.000
116.133 -4.381 5311.000 4.000 0.000 0.000
116.133 -4.381 5321.000 4.000 0.000 0.000
116.133 -4.381 5331.000 4.000 0.000 0.000
116.133 -4.381 5341.000 4.000 0.000 0.000
116.133 -4.381 5351.000 4.000 0.000 0.000
116.133 -4.381 5361.000 4.000 0.000 0.000
116.133 -4.381 5371.000 4.000 0.000 0.000
116.930 -4.381 5171.000 4.000 0.000 0.000
116.930 -4.381 5181.000 4.000 0.000 0.000
116.930 -4.381 5191.000 4.000 0.000 0.000
116.930 -4.381 5201.000 4.000 0.000 0.000
116.930 -4.381 5211.000 4.000 0.000 0.000
116.930 -4.381 5221.000 4.000 0.000 0.000
116.930 -4.381 5231.000 4.000 0.000 0.000
116.930 -4.381 5241.000 4.000 0.000 0.000
116.930 -4.381 5251.000 4.000 0.000 0.000
116.930 -4.381 5261.000 4.000 0.000 0.000
116.930 -4.381 5271.000 4.000 0.000 0.000
116.930 -4.381 5281.000 4.000 0.000 0.000
116.930 -4.381 5291.000 4.000 0.000 0.000
116.930 -4.381 5301.000 4.000 0.000 0.000
116.930 -4.381 5311.000 4.000 0.000 0.000
116.930 -4.381 5321.000 4.000 0.000 0.000
116.930 -4.381 5331.000 4.000 0.000 0.000
116.930 -4.381 5341.000 4.000 0.000 0.000
116.930 -4.381 5351.000 4.000 0.000 0.000
116.930 -4.381 5361.000 4.000 0.000 0.000
116.930 -4.381 5371.000 4.000 0.000 0.000
117.727 -4.381 5171.000 4.000 0.000 0.000
117.727 -4.381 5181.000 4.000 0.000 0.000
117.727 -4.381 5191.000 4.000 0.000 0.000
117.727 -4.381 5201.000 4.000 0.000 0.000
117.727 -4.381 5211.000 4.000 0.000 0.000
117.727 -4.381 5221.000 4.000 0.000 0.000
117.727 -4.381 5231.000 4.000 0.000 0.000
117.727 -4.381 5241.000 4.000 0.000 0.000
117.727 -4.381 5251.000 4.000 0.000 0.000
117.727 -4.381 5261.000 4.000 0.000 0.000
117.727 -4.381 5271.000 4.000 0.000 0.000
117.727 -4.381 5281.000 4.000 0.000 0.000
117.727 -4.381 5291.000 4.000 0.000 0.000
117.727 -4.381 5301.000 4.000 0.000 0.000
117.727 -4.381 5311.000 4.000 0.000 0.000
117.727 -4.381 5321.000 4.000 0.000 0.000
117.727 -4.381 5331.000 4.000 0.000 0.000
117.727 -4.381 5341.000 4.000 0.000 0.000
117.727 -4.381 5351.000 4.000 0.000 0.000
117.727 -4.381 5361.000 4.000 0.000 0.000
117.727 -4.381 5371.000 4.000 0.000 0.000
118.524 -4.381 5171.000 4.000 0.000 0.000
118.524 -4.381 5181.000 4.000 0.000 0.000
118.524 -4.381 5191.000 4.000 0.000 0.000
118.524 -4.381 5201.000 4.000 0.000 0.000
118.524 -4.381 5211.000 4.000 0.000 0.000
118.524 -4.381 5221.000 4.000 0.000 0.000
118.524 -4.381 5231.000 4.000 0.000 0.000
118.524 -4.381 5241.000 4.000 0.000 0.000
118.524 -4.381 5251.000 4.000 0.000 0.000
118.524 -4.381 5261.000 4.000 0.000 0.000
118.524 -4.381 5271.000 4.000 0.000 0.000
118.524 -4.381 5281.000 4.000 0.000 0.000
118.524 -4.381 5291.000 4.000 0.000 0.000
118.524 -4.381 5301.000 4.000 0.000 0.000
118.524 -4.381 5311.000 4.000 0.000 0.000
118.524 -4.381 5321.000 4.000 0.000 0.000
118.524 -4.381 5331.000 4.000 0.000 0.000
118.524 -4.381 5341.000 4.000 0.000 0.000
118.524 -4.381 5351.000 4.000 0.000 0.000
118.524 -4.381 5361.000 4.000 0.000 0.000
118.524 -4.381 5371.000 4.000 0.000 0.000
119.322 -4.381 5171.000 4.000 0.000 0.000
119.322 -4.381 5181.000 4.000 0.000 0.000
119.322 -4.381 5191.000 4.000 0.000 0.000
119.322 -4.381 5201.000 4.000 0.000 0.000
119.322 -4.381 5211.000 4.000 0.000 0.000
119.322 -4.381 5221.000 4.000 0.000 0.000
119.322 -4.381 5231.000 4.000 0.000 0.000
119.322 -4.381 5241.000 4.000 0.000 0.000
119.322 -4.381 5251.000 4.000 0.000 0.000
119.322 -4.381 5261.000 4.000 0.000 0.000
119.322 -4.381 5271.000 4.000 0.000 0.000
119.322 -4.381 5281.000 4.000 0.000 0.000
119.322 -4.381 5291.000 4.000 0.000 0.000
119.322 -4.381 5301.000 4.000 0.000 0.000
119.322 -4.381 5311.000 4.000 0.000 0.000
119.322 -4.381 5321.000 4.000 0.000 0.000
119.322 -4.381 5331.000 4.000 0.000 0.000
119.322 -4.381 5341.000 4.000 0.000 0.000
119.322 -4.381 5351.000 4.000 0.000 0.000
119.322 -4.381 5361.000 4.000 0.000 0.000
119.322 -4.381 5371.000 4.000 0.000 0.000
120.119 -4.381 5171.000 4.000 0.000 0.000
120.119 -4.381 5181.000 4.000 0.000 0.000
120.119 -4.381 5191.000 4.000 0.000 0.000
120.119 -4.381 5201.000 4.000 0.000 0.000
120.119 -4.381 5211.000 4.000 0.000 0.000
120.119 -4.381 5221.000 4.000 0.000 0.000
120.119 -4.381 5231.000 4.000 0.000 0.000
120.119 -4.381 5241.000 4.000 0.000 0.000
120.119 -4.381 5251.000 4.000 0.000 0.000
120.119 -4.381 5261.000 4.000 0.000 0.000
120.119 -4.381 5271.000 4.000 0.000 0.000
120.119 -4.381 5281.000 4.000 0.000 0.000
120.119 -4.381 5291.000 4.000 0.000 0.000
120.119 -4.381 5301.000 4.000 0.000 0.000
120.119 -4.381 5311.000 4.000 0.000 0.000
120.119 -4.381 5321.000 4.000 0.000 0.000
120.119 -4.381 5331.000 4.000 0.000 0.000
120.119 -4.381 5341.000 4.000 0.000 0.000
120.119 -4.381 5351.000 4.000 0.000 0.000
120.119 -4.381 5361.000 4.000 0.000 0.000
120.119 -4.381 5371.000 4.000 0.000 0.000
120.916 -4.381 5171.000 4.000 0.000 0.000
120.916 -4.381 5181.000 4.000 0.000 0.000
120.916 -4.381 5191.000 4.000 0.000 0.000
120.916 -4.381 5201.000 4.000 0.000 0.000
120.916 -4.381 5211.000 4.000 0.000 0.000
120.916 -4.381 5221.000 4.000 0.000 0.000
120.916 -4.381 5231.000 4.000 0.000 0.000
120.916 -4.381 5241.000 4.000 0.000 0.000
120.916 -4.381 5251.000 4.000 0.000 0.000
120.916 -4.381 5261.000 4.000 0.000 0.000
120.916 -4.381 5271.000 4.000 0.000 0.000
120.916 -4.381 5281.000 4.000 0.000 0.000
120.916 -4.381 5291.000 4.000 0.000 0.000
120.916 -4.381 5301.000 4.000 0.000 0.000
120.916 -4.381 5311.000 4.000 0.000 0.000
120.916 -4.381 5321.000 4.000 0.000 0.000
120.916 -4.381 5331.000 4.000 0.000 0.000
120.916 -4.381 5341.000 4.000 0.000 0.000
120.916 -4.381 5351.000 4.000 0.000 0.000
120.916 -4.381 5361.000 4.000 0.000 0.000
120.916 -4.381 5371.000 4.000 0.000 0.000
114.539 -3.747 5171.000 4.000 0.000 0.000
114.539 -3.747 5181.000 4.000 0.000 0.000
114.539 -3.747 5191.000 4.000 0.000 0.000
114.539 -3.747 5201.000 4.000 0.000 0.000
114.539 -3.747 5211.000 4.000 0.000 0.000
114.539 -3.747 5221.000 4.000 0.000 0.000
114.539 -3.747 5231.000 4.000 0.000 0.000
114.539 -3.747 5241.000 4.000 0.000 0.000
114.539 -3.747 5251.000 4.000 0.000 0.000
114.539 -3.747 5261.000 4.000 0.000 0.000
114.539 -3.747 5271.000 4.000 0.000 0.000
114.539 -3.747 5281.000 4.000 0.000 0.000
114.539 -3.747 5291.000 4.000 0.000 0.000
114.539 -3.747 5301.000 4.000 0.000 0.000
114.539 -3.747 5311.000 4.000 0.000 0.000
114.539 -3.747 5321.000 4.000 0.000 0.000
114.539 -3.747 5331.000 4.000 0.000 0.000
114.539 -3.747 5341.000 4.000 0.000 0.000
114.539 -3.747 5351.000 4.000 0.000 0.000
114.539 -3.747 5361.000 4.000 0.000 0.000
114.539 -3.747 5371.000 4.000 0.000 0.000
115.336 -3.747 5171.000 4.000 0.000 0.000
115.336 -3.747 5181.000 4.000 0.000 0.000
115.336 -3.747 5191.000 4.000 0.000 0.000
115.336 -3.747 5201.000 4.000 0.000 0.000
115.336 -3.747 5211.000 4.000 0.000 0.000
115.336 -3.747 5221.000 4.000 0.000 0.000
115.336 -3.747 5231.000 4.000 0.000 0.000
115.336 -3.747 5241.000 4.000 0.000 0.000
115.336 -3.747 5251.000 4.000 0.000 0.000
115.336 -3.747 5261.000 4.000 0.000 0.000
115.336 -3.747 5271.000 4.000 0.000 0.000
115.336 -3.747 5281.000 4.000 0.000 0.000
115.336 -3.747 5291.000 4.000 0.000 0.000
115.336 -3.747 5301.000 4.000 0.000 0.000
115.336 -3.747 5311.000 4.000 0.000 0.000
115.336 -3.747 5321.000 4.000 0.000 0.000
115.336 -3.747 5331.000 4.000 0.000 0.000
115.336 -3.747 5341.000 4.000 0.000 0.000
115.336 -3.747 5351.000 4.000 0.000 0.000
115.336 -3.747 5361.000 4.000 0.000 0.000
115.336 -3.747 5371.000 4.000 0.000 0.000
116.133 -3.747 5171.000 4.000 0.000 0.000
116.133 -3.747 5181.000 4.000 0.000 0.000
116.133 -3.747 5191.000 4.000 0.000 0.000
116.133 -3.747 5201.000 4.000 0.000 0.000
116.133 -3.747 5211.000 4.000 0.000 0.000
116.133 -3.747 5221.000 4.000 0.000 0.000
116.133 -3.747 5231.000 4.000 0.000 0.000
116.133 -3.747 5241.000 4.000 0.000 0.000
116.133 -3.747 5251.000 4.000 0.000 0.000
116.133 -3.747 5261.000 4.000 0.000 0.000
116.133 -3.747 5271.000 4.000 0.000 0.000
116.133 -3.747 5281.000 4.000 0.000 0.000
116.133 -3.747 5291.000 4.000 0.000 0.000
116.133 -3.747 5301.000 4.000 0.000 0.000
116.133 -3.747 5311.000 4.000 0.000 0.000
116.133 -3.747 5321.000 4.000 0.000 0.000
116.133 -3.747 5331.000 4.000 0.000 0.000
116.133 -3.747 5341.000 4.000 0.000 0.000
116.133 -3.747 5351.000 4.000 0.000 0.000
116.133 -3.747 5361.000 4.000 0.000 0.000
116.133 -3.747 5371.000 4.000 0.000 0.000
116.930 -3.747 5171.000 4.000 0.000 0.000
116.930 -3.747 5181.000 4.000 0.000 0.000
116.930 -3.747 5191.000 4.000 0.000 0.000
116.930 -3.747 5201.000 4.000 0.000 0.000
116.930 -3.747 5211.000 4.000 0.000 0.000
116.930 -3.747 5221.000 4.000 0.000 0.000
116.930 -3.747 5231.000 4.000 0.000 0.000
116.930 -3.747 5241.000 4.000 0.000 0.000
116.930 -3.747 5251.000 4.000 0.000 0.000
116.930 -3.747 5261.000 4.000 0.000 0.000
116.930 -3.747 5271.000 4.000 0.000 0.000
116.930 -3.747 5281.000 4.000 0.000 0.000
116.930 -3.747 5291.000 4.000 0.000 0.000
116.930 -3.747 5301.000 4.000 0.000 0.000
116.930 -3.747 5311.000 4.000 0.000 0.000
116.930 -3.747 5321.000 4.000 0.000 0.000
116.930 -3.747 5331.000 4.000 0.000 0.000
116.930 -3.747 5341.000 4.000 0.000 0.000
116.930 -3.747 5351.000 4.000 0.000 0.000
116.930 -3.747 5361.000 4.000 0.000 0.000
116.930 -3.747 5371.000 4.000 0.000 0.000
117.727 -3.747 5171.000 4.000 0.000 0.000
117.727 -3.747 5181.000 4.000 0.000 0.000
117.727 -3.747 5191.000 4.000 0.000 0.000
117.727 -3.747 5201.000 4.000 0.000 0.000
117.727 -3.747 5211.000 4.000 0.000 0.000
117.727 -3.747 5221.000 4.000 0.000 0.000
117.727 -3.747 5231.000 4.000 0.000 0.000
117.727 -3.747 5241.000 4.000 0.000 0.000
117.727 -3.747 5251.000 4.000 0.000 0.000
117.727 -3.747 5261.000 4.000 0.000 0.000
117.727 -3.747 5271.000 4.000 0.000 0.000
117.727 -3.747 5281.000 4.000 0.000 0.000
117.727 -3.747 5291.000 4.000 0.000 0.000
117.727 -3.747 5301.000 4.000 0.000 0.000
117.727 -3.747 5311.000 4.000 0.000 0.000
117.727 -3.747 5321.000 4.000 0.000 0.000
117.727 -3.747 5331.000 4.000 0.000 0.000
117.727 -3.747 5341.000 4.000 0.000 0.000
117.727 -3.747 5351.000 4.000 0.000 0.000
117.727 -3.747 5361.000 4.000 0.000 0.000
117.727 -3.747 5371.000 4.000 0.000 0.000
118.524 -3.747 5171.000 4.000 0.000 0.000
118.524 -3.747 5181.000 4.000 0.000 0.000
118.524 -3.747 5191.000 4.000 0.000 0.000
118.524 -3.747 5201.000 4.000 0.000 0.000
118.524 -3.747 5211.000 4.000 0.000 0.000
118.524 -3.747 5221.000 4.000 0.000 0.000
118.524 -3.747 5231.000 4.000 0.000 0.000
118.524 -3.747 5241.000 4.000 0.000 0.000
118.524 -3.747 5251.000 4.000 0.000 0.000
118.524 -3.747 5261.000 4.000 0.000 0.000
118.524 -3.747 5271.000 4.000 0.000 0.000
118.524 -3.747 5281.000 4.000 0.000 0.000
118.524 -3.747 5291.000 4.000 0.000 0.000
118.524 -3.747 5301.000 4.000 0.000 0.000
118.524 -3.747 5311.000 4.000 0.000 0.000
118.524 -3.747 5321.000 4.000 0.000 0.000
118.524 -3.747 5331.000 4.000 0.000 0.000
118.524 -3.747 5341.000 4.000 0.000 0.000
118.524 -3.747 5351.000 4.000 0.000 0.000
118.524 -3.747 5361.000 4.000 0.000 0.000
118.524 -3.747 5371.000 4.000 0.000 0.000
119.322 -3.747 5171.000 4.000 0.000 0.000
119.322 -3.747 5181.000 4.000 0.000 0.000
119.322 -3.747 5191.000 4.000 0.000 0.000
119.322 -3.747 5201.000 4.000 0.000 0.000
119.322 -3.747 5211.000 4.000 0.000 0.000
119.322 -3.747 5221.000 4.000 0.000 0.000
119.322 -3.747 5231.000 4.000 0.000 0.000
119.322 -3.747 5241.000 4.000 0.000 0.000
119.322 -3.747 5251.000 4.000 0.000 0.000
119.322 -3.747 5261.000 4.000 0.000 0.000
119.322 -3.747 5271.000 4.000 0.000 0.000
119.322 -3.747 5281.000 4.000 0.000 0.000
119.322 -3.747 5291.000 4.000 0.000 0.000
119.322 -3.747 5301.000 4.000 0.000 0.000
119.322 -3.747 5311.000 4.000 0.000 0.000
119.322 -3.747 5321.000 4.000 0.000 0.000
119.322 -3.747 5331.000 4.000 0.000 0.000
119.322 -3.747 5341.000 4.000 0.000 0.000
119.322 -3.747 5351.000 4.000 0.000 0.000
119.322 -3.747 5361.000 4.000 0.000 0.000
119.322 -3.747 5371.000 4.000 0.000 0.000
120.119 -3.747 5171.000 4.000 0.000 0.000
120.119 -3.747 5181.000 4.000 0.000 0.000
120.119 -3.747 5191.000 4.000 0.000 0.000
120.119 -3.747 5201.000 4.000 0.000 0.000
120.119 -3.747 5211.000 4.000 0.000 0.000
120.119 -3.747 5221.000 4.000 0.000 0.000
120.119 -3.747 5231.000 4.000 0.000 0.000
120.119 -3.747 5241.000 4.000 0.000 0.000
120.119 -3.747 5251.000 4.000 0.000 0.000
120.119 -3.747 5261.000 4.000 0.000 0.000
120.119 -3.747 5271.000 4.000 0.000 0.000
120.119 -3.747 5281.000 4.000 0.000 0.000
120.119 -3.747 5291.000 4.000 0.000 0.000
120.119 -3.747 5301.000 4.000 0.000 0.000
120.119 -3.747 5311.000 4.000 0.000 0.000
120.119 -3.747 5321.000 4.000 0.000 0.000
120.119 -3.747 5331.000 4.000 0.000 0.000
120.119 -3.747 5341.000 4.000 0.000 0.000
120.119 -3.747 5351.000 4.000 0.000 0.000
120.119 -3.747 5361.000 4.000 0.000 0.000
120.119 -3.747 5371.000 4.000 0.000 0.000
120.916 -3.747 5171.000 4.000 0.000 0.000
120.916 -3.747 5181.000 4.000 0.000 0.000
120.916 -3.747 5191.000 4.000 0.000 0.000
120.916 -3.747 5201.000 4.000 0.000 0.000
120.916 -3.747 5211.000 4.000 0.000 0.000
120.916 -3.747 5221.000 4.000 0.000 0.000
120.916 -3.747 5231.000 4.000 0.000 0.000
120.916 -3.747 5241.000 4.000 0.000 0.000
120.916 -3.747 5251.000 4.000 0.000 0.000
120.916 -3.747 5261.000 4.000 0.000 0.000
120.916 -3.747 5271.000 4.000 0.000 0.000
120.916 -3.747 5281.000 4.000 0.000 0.000
120.916 -3.747 5291.000 4.000 0.000 0.000
120.916 -3.747 5301.000 4.000 0.000 0.000
120.916 -3.747 5311.000 4.000 0.000 0.000
120.916 -3.747 5321.000 4.000 0.000 0.000
120.916 -3.747 5331.000 4.000 0.000 0.000
120.916 -3.747 5341.000 4.000 0.000 0.000
120.916 -3.747 5351.000 4.000 0.000 0.000
120.916 -3.747 5361.000 4.000 0.000 0.000
120.916 -3.747 5371.000 4.000 0.000 0.000
121.713 -3.747 5171.000 4.000 0.000 0.000
121.713 -3.747 5181.000 4.000 0.000 0.000
121.713 -3.747 5191.000 4.000 0.000 0.000
121.713 -3.747 5201.000 4.000 0.000 0.000
121.713 -3.747 5211.000 4.000 0.000 0.000
121.713 -3.747 5221.000 4.000 0.000 0.000
121.713 -3.747 5231.000 4.000 0.000 0.000
121.713 -3.747 5241.000 4.000 0.000 0.000
121.713 -3.747 5251.000 4.000 0.000 0.000
121.713 -3.747 5261.000 4.000 0.000 0.000
121.713 -3.747 5271.000 4.000 0.000 0.000
121.713 -3.747 5281.000 4.000 0.000 0.000
121.713 -3.747 5291.000 4.000 0.000 0.000
121.713 -3.747 5301.000 4.000 0.000 0.000
121.713 -3.747 5311.000 4.000 0.000 0.000
121.713 -3.747 5321.000 4.000 0.000 0.000
121.713 -3.747 5331.000 4.000 0.000 0.000
121.713 -3.747 5341.000 4.000 0.000 0.000
121.713 -3.747 5351.000 4.000 0.000 0.000
121.713 -3.747 5361.000 4.000 0.000 0.000
121.713 -3.747 5371.000 4.000 0.000 0.000
113.742 -3.113 5171.000 4.000 0.000 0.000
113.742 -3.113 5181.000 4.000 0.000 0.000
113.742 -3.113 5191.000 4.000 0.000 0.000
113.742 -3.113 5201.000 4.000 0.000 0.000
113.742 -3.113 5211.000 4.000 0.000 0.000
113.742 -3.113 5221.000 4.000 0.000 0.000
113.742 -3.113 5231.000 4.000 0.000 0.000
113.742 -3.113 5241.000 4.000 0.000 0.000
113.742 -3.113 5251.000 4.000 0.000 0.000
113.742 -3.113 5261.000 4.000 0.000 0.000
113.742 -3.113 5271.000 4.000 0.000 0.000
113.742 -3.113 5281.000 4.000 0.000 0.000
113.742 -3.113 5291.000 4.000 0.000 0.000
113.742 -3.113 5301.000 4.000 0.000 0.000
113.742 -3.113 5311.000 4.000 0.000 0.000
113.742 -3.113 5321.000 4.000 0.000 0.000
113.742 -3.113 5331.000 4.000 0.000 0.000
113.742 -3.113 5341.000 4.000 0.000 0.000
113.742 -3.113 5351.000 4.000 0.000 0.000
113.742 -3.113 5361.000 4.000 0.000 0.000
113.742 -3.113 5371.000 4.000 0.000 0.000
114.539 -3.113 5171.000 4.000 0.000 0.000
114.539 -3.113 5181.000 4.000 0.000 0.000
114.539 -3.113 5191.000 4.000 0.000 0.000
114.539 -3.113 5201.000 4.000 0.000 0.000
114.539 -3.113 5211.000 4.000 0.000 0.000
114.539 -3.113 5221.000 4.000 0.000 0.000
114.539 -3.113 5231.000 4.000 0.000 0.000
114.539 -3.113 5241.000 4.000 0.000 0.000
114.539 -3.113 5251.000 4.000 0.000 0.000
114.539 -3.113 5261.000 4.000 0.000 0.000
114.539 -3.113 5271.000 4.000 0.000 0.000
114.539 -3.113 5281.000 4.000 0.000 0.000
114.539 -3.113 5291.000 4.000 0.000 0.000
114.539 -3.113 5301.000 4.000 0.000 0.000
114.539 -3.113 5311.000 4.000 0.000 0.000
114.539 -3.113 5321.000 4.000 0.000 0.000
114.539 -3.113 5331.000 4.000 0.000 0.000
114.539 -3.113 5341.000 4.000 0.000 0.000
114.539 -3.113 5351.000 4.000 0.000 0.000
114.539 -3.113 5361.000 4.000 0.000 0.000
114.539 -3.113 5371.000 4.000 0.000 0.000
115.336 -3.113 5171.000 4.000 0.000 0.000
115.336 -3.113 5181.000 4.000 0.000 0.000
115.336 -3.113 5191.000 4.000 0.000 0.000
115.336 -3.113 5201.000 4.000 0.000 0.000
115.336 -3.113 5211.000 4.000 0.000 0.000
115.336 -3.113 5221.000 4.000 0.000 0.000
115.336 -3.113 5231.000 4.000 0.000 0.000
115.336 -3.113 5241.000 4.000 0.000 0.000
115.336 -3.113 5251.000 4.000 0.000 0.000
115.336 -3.113 5261.000 4.000 0.000 0.000
115.336 -3.113 5271.000 4.000 0.000 0.000
115.336 -3.113 5281.000 4.000 0.000 0.000
115.336 -3.113 5291.000 4.000 0.000 0.000
115.336 -3.113 5301.000 4.000 0.000 0.000
115.336 -3.113 5311.000 4.000 0.000 0.000
115.336 -3.113 5321.000 4.000 0.000 0.000
115.336 -3.113 5331.000 4.000 0.000 0.000
115.336 -3.113 5341.000 4.000 0.000 0.000
115.336 -3.113 5351.000 4.000 0.000 0.000
115.336 -3.113 5361.000 4.000 0.000 0.000
115.336 -3.113 5371.000 4.000 0.000 0.000
116.133 -3.113 5171.000 4.000 0.000 0.000
116.133 -3.113 5181.000 4.000 0.000 0.000
116.133 -3.113 5191.000 4.000 0.000 0.000
116.133 -3.113 5201.000 4.000 0.000 0.000
116.133 -3.113 5211.000 4.000 0.000 0.000
116.133 -3.113 5221.000 4.000 0.000 0.000
116.133 -3.113 5231.000 4.000 0.000 0.000
116.133 -3.113 5241.000 4.000 0.000 0.000
116.133 -3.113 5251.000 4.000 0.000 0.000
116.133 -3.113 5261.000 4.000 0.000 0.000
116.133 -3.113 5271.000 4.000 0.000 0.000
116.133 -3.113 5281.000 4.000 0.000 0.000
116.133 -3.113 5291.000 4.000 0.000 0.000
116.133 -3.113 5301.000 4.000 0.000 0.000
116.133 -3.113 5311.000 4.000 0.000 0.000
116.133 -3.113 5321.000 4.000 0.000 0.000
116.133 -3.113 5331.000 4.000 0.000 0.000
116.133 -3.113 5341.000 4.000 0.000 0.000
116.133 -3.113 5351.000 4.000 0.000 0.000
116.133 -3.113 5361.000 4.000 0.000 0.000
116.133 -3.113 5371.000 4.000 0.000 0.000
116.930 -3.113 5171.000 4.000 0.000 0.000
116.930 -3.113 5181.000 4.000 0.000 0.000
116.930 -3.113 5191.000 4.000 0.000 0.000
116.930 -3.113 5201.000 4.000 0.000 0.000
116.930 -3.113 5211.000 4.000 0.000 0.000
116.930 -3.113 5221.000 4.000 0.000 0.000
116.930 -3.113 5231.000 4.000 0.000 0.000
116.930 -3.113 5241.000 4.000 0.000 0.000
116.930 -3.113 5251.000 4.000 0.000 0.000
116.930 -3.113 5261.000 4.000 0.000 0.000
